Cluster 0:
previous equation,wrong equation,id,cluster
- ax + bb = - aaa,ax = - aaa,976,3
- ax = - aaa - bb,- ax = aaa,995,3
x = - ( aaa ) / ( - b ),x = - aaa,996,3
x = - ( aaa ) / ( - b ),x = - aaa,999,3
aax + b = aax - bb,aax = - aaa,1020,3
x + b = - a,x = - a,1047,3
x - bb = - aa,x = - aa,1050,3
( - aax ) / ( b ) = ( z ) / ( bbbb ),- aax = a,1072,3
( - x + b ) / ( c ) = ( ax ) / ( bb ),- axa = ax,1077,3
- x + bb = - aa,x = - aa,1148,3
- x + bb = - aa,x = - aa,1149,3
- x + b = aa,x = - aa,1152,3
x = - aa + b,x = - aa,1161,3
x = - aa + b,x = - aa,1162,3
x = aa - bb,x = - aa,1163,3
x + bb = - aa,x = - aa,1165,3
x - bb = aa,x = - aa,1166,3
x = ( a ) / ( bb ),x = - a,1169,3


Cluster 4:
previous equation,wrong equation,id,cluster
x + b = - aa,x = aa - b,10,4
x - b = aa,x = aa - b,27,4
x + b = a,x - b = a,34,4
x + b = aa,x = aa - bb,36,4
x + b = aa,aa - b = aax,51,4
x + b = aa,aa - b = ax,52,4
x + b = aa,aa - b = ax,55,4
x + b = aa,x = a - bb,64,4
x - b = a,x = a - b,87,4
x + b = - a,x = a - b,178,4
x + b = - a,x = a - b,179,4
- x + bb = aa,x - bb = aa,299,4
- x + bbb = - aaa,x - bbb = aa,315,4
x + b = aa,x = aa - b,345,4
x - b = aa,x = aa - b,399,4
x - b = a,x = a - b,400,4
x + b = aa,x = a - bb,407,4
x + b = a,x - b = a,409,4
x - b = aa,x = aa - b,410,4
x + b = a,x = a - b,416,4
x + b = aa,a - bb = x,418,4
x + bb = aa,aa - bb = x,425,4
x - b = a,x = a - b,431,4
x - b = a,x = a - b,739,4
x - b = a,x = a - b,740,4
x + b = a,x = a - b,847,4
x + b = a,x = a - b,848,4
x - b = - aa,x = aa - b,863,4
x + b = aa,x = a - bb,921,4
x + b = aa,x = a - b,926,4
ax - bb = aa,ax = aa - bb,985,4
x + bb = aa,x = aa - bb,1034,4
x + b = aa,a - bb = x,1039,4
x + b = a,x = a - b,1088,4


Cluster 5:
previous equation,wrong equation,id,cluster
x - b = - aa,x = - aa - b,15,5
x - bb = - aa,x = - aa - bb,18,5
x - b = - aa,x = - aa - b,25,5
x + bb = aa,x = - aa - bb,28,5
x - b = - aa,x = - aa - b,341,5
x + b = - aa,x = - a - bb,419,5
x - bb = - aa,x = - aa - bb,429,5
x - b = - aa,x = - aa - b,861,5
x - bb = - aa,x = - aa - bb,868,5
x - b = - aa,x = - a - bb,943,5
- ax + bb = - aaa,ax = - aaa - bb,974,5


Cluster 6:
previous equation,wrong equation,id,cluster
x + b = aa,x - b = aa - b,37,6
x + b = aa,x - b = aa - b,168,6
x + b = aa,x - b = aa - b,169,6
x + b = aa,x - b = aa - b,789,6


Cluster -1:
previous equation,wrong equation,id,cluster
x + b = a,x + b - c = a + b - c,40,-1
- x - bbb = - aaa,aaa - x - ccc = - aaa - bbb,242,-1
- x = - aa,- x - b = - aa * - b,255,-1
a * ( x - c ) - ( dx ) / ( e ) = a * ( x - c ) / ( d ),ax - b - ( cx ) / ( d ) = ( ax - bb  ) / ( c ),278,-1
a * ( x - c ) - ( dx ) / ( e ) = a * ( x - c ) / ( d ),ax - b - ( cx ) / ( d ) = ( ax ) / ( b ) * ( - c ) / ( d ),279,-1
a * ( x - c ) - ( dx ) / ( e ) = a * ( x - c ) / ( d ),ax - b - ( cx ) / ( d ) = a * ( x - c  ) / ( d ),280,-1
( x ) / ( b ) + c = a,x = a - b * c,287,-1
x - bb = - aa,( ax ) / ( b ) - ( cc ) / ( dd ) = - aa * ( b ) / ( c ),300,-1
a = - ( aa ) / ( x ),a = - ( aa ) / ( b ) * x,302,-1
- x + bb = - aa,- x = - aa - bb,375,-1
x + ( bx + c ) = aa,ax ^ b + cx = aa,555,-1
aa + bx - ( - cx + d - ex ) = x + ( b - cx ),aa + bx + cx + d + ex = x + b - cx,564,-1
a - ( - b - cx - dd - ex ) = z,a - b + cx + dd + ex = z,572,-1
a - ( - b - cx - dd - ex ) = z,a - b * ( c - dx - ee - fx  ) = z,573,-1
a - ( - b - cx - dd - ex ) = z,a - b * ( - c - dx - ee - fx  ) = z,574,-1
ax + b - ( cx + d ) = - ( ax - b ) + ( - c - x ),ax + b - cx - d = ax + b - c + x,583,-1
ax + b - ( cx + d ) = - ( ax - b ) + ( - c - x ),ax + b - cx - d = - ax + b - c + x,584,-1
ax + b - cx - d = - ax + b - c - x,ax - bx + cx + x = a - b - c,585,-1
ax + b - cx + d - ex - f = ax - bb,- ax = - a + b - c - dd,589,-1
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - cc + ddx = - aa + bbx + ccx + dd,600,-1
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - ( cc - ddx  ) = ( - aa + bbx  ) - ( - ccx + dd  ),604,-1
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb * ( - cc ) + ddx = - aa + bbx + ccx - dd,609,-1
aax + bb = aax - bb,aax - bbx + cc - dd = - aa - bb,690,-1
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),- x = - ( a ) / ( b ),715,-1
( aaax + bbb ) - ( ccc + dddx ) = ( ax + b ) - cx - ( - dd + eeex ),aaax + bbbx + cx + dddx = a + bb + ccc - ddd,763,-1
- ax + bb = ax - b,- ax + bx = - aa - b,805,-1
aa + bx + cx - d + ex = x + b - cx,ax + bx + cx - x + ex = a - bb,833,-1
aa + bx + cx - d + ex = x + b - cx,ax + bx + cx - x + ex = a - bb - c,949,-1
- ax + bb = - aaa,- ax + bb - cc = - aaa - bb,979,-1
( x ) / ( b ) = aa * ( x + c ) / ( ddd ),( x ) / ( b ) = ( x + b  ) / ( c ),988,-1
( aax ) / ( bb ) = x - bbb,x - bbbb = ( a ) / ( b ),1006,-1
ax + b - cx + d - ex - f = ax - bb,ax - b = ax bb,1023,-1
aa - ( b ) / ( c ) + x = aaa + bbx,a * bb - c + dx = aaaaa + bbbbx,1030,-1
( a ) / ( b ) = ( x ) / ( bb ),( a ) / ( b ) = ( x ) / ( bb ),1031,-1
( x ) / ( bb ) = ( ax + b ) / ( c ),( x ) / ( bb ) = aa * ( bx + c  ),1061,-1
( x ) / ( bb ) = ( ax + b ) / ( c ),( x ) / ( bb ) = aa * ( bx + c  ) / ( d ),1062,-1
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),( x ) / ( bbb ) - ( c ) / ( d ) = - ( x ) / ( bbb ) + cc,1105,-1
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),( x ) / ( bbb ) - ( c ) / ( d ) = - ( x ) / ( bbb ) + ( c ) / ( dd ),1106,-1
( - ax + bbb ) / ( cc ) - dddx = - aaaa + ( bbbx - cccx + dd ) / ( e ),- ax + bbb - cc * ddd = - aa * bbbb + c * ( dddx - eeex + ff ),1118,-1
( - ax + bbb ) / ( cc ) - dddx = - aaaa + ( bbbx - cccx + dd ) / ( e ),( - ax + bbb  ) / ( cc ) - ddd = - aaaa + ( bbbx + cc  ) / ( d ),1119,-1
( - ax + bbb ) / ( cc ) - dddx = - aaaa + ( bbbx + cc ) / ( d ),- ax + bbb - cc * dddx = - aaaa + b * ( cccx + dd  ),1120,-1
aax - b - cx = ax - b - cc,aax - bx = ax - b - cc - d,1132,-1
( aax - bx ) / ( cx ) = ( ax + bbb ) / ( cc ),a - ( b ) / ( c ) = ( ax + bbb  ) / ( cc ),1140,-1


Cluster 7:
previous equation,wrong equation,id,cluster
x + bb = aa,x + bb = aa - bb,43,7
x + b = aa,x + b = aa - b,81,7
x + b = aa,x + b = aa - b,170,7
x + bb = aa,x + bb = aa - bb,174,7
x + bb = aa,x + bb = aa - bb,175,7
x + bb = aa,x + bb = aa - bb,176,7
x - b = a,x - b = a + b,197,7
x + bb = aa,x + bb = aa - bb,522,7
aax + bb = aax - bb,zx + z = aax - bbb,697,7
ax + b = x + bb,ax - x = a + bb,765,7
ax + b = ax + b,ax + bx = a - b,766,7
ax + b = ax + bb,ax + bx = aa - b,772,7
ax + b = ax + bb,ax + bx = aa - b,775,7
ax + b = ax + bb,ax + bx = aa - b,776,7
ax + b = ax + bb,ax + bx = aa - b,777,7
ax + b = ax + bb,ax + bx = aa - b,778,7
ax + b = ax + bb,ax + bx = aa - b,779,7
ax + b = ax + bb,ax + bx = aa - b,780,7
ax + b = ax + bb,ax - bx = a + bb,804,7
ax + b = x + bb,ax + x = aa - b,814,7
ax + b = x + bb,ax + x = aa - b,815,7
( ax - b ) / ( c ) = a + x,ax - b = a + x,947,7


Cluster 8:
previous equation,wrong equation,id,cluster
x - b = aa,x - b + c = aa - b,53,8
x + b = a,x + b - c = a - b,61,8
x - b = aa,x - b + c = aa - b,85,8
x - b = a,x - b + c = a - b,96,8
x + b = aa,x + b - c = aa - b,158,8
x + b = aa,x + b - c = aa - b,159,8
x + b = aa,x + b - c = aa - b,160,8
x + b = aa,x + b - c = aa - b,161,8
x + b = aa,x + b - c = aa - b,162,8
x + b = aa,x + b - c = aa - b,163,8
x + b = aa,x + b - c = aa - b,164,8
x + b = aa,x + b - c = aa - b,165,8
x + b = aa,x + b - c = aa - b,166,8
x + b = aa,x + b - c = aa - b,167,8
x + b = aa,x + b - c = aa - bb,185,8
x - b = a,x - b + c = a - b,194,8
x + b = aa,x + b - c = aa - b,243,8
x - b = aa,x - b + c = aa - b,245,8
x - b = a,x - b + c = a - b,247,8
x + b = aa,x + b - c = a - b,284,8
x + b = a,x + b - c = a - b,414,8
x + b = - aa,x + b - c = aa - b,523,8
x + b = - aa,x + b - c = aa - b,531,8
a + b + cx + dd + ex = z,ax + bx = a - b - cc,834,8
x + b = a,x + b - c = a - b,850,8
x + b = a,x + b - c = a - b,851,8
( ax ) / ( b ) + ( x ) / ( d ) - ( ex ) / ( ff ) = ( x ) / ( b ) - c,aax + bx - cx = ax - b,1081,8
( x + b ) / ( c ) = aax - b * ( c + ddx ) / ( e ),ax + b = aa - b - ccx,1090,8
( x + b ) / ( c ) = aax - b * ( c + ddx ) / ( e ),ax + b = aax - b - ccx,1091,8
a * ( z + cx ) - d * ( ex + f ) = ax - - ( bbb ) / ( cc ) - z * ( eeex - ffff ),ax - bbx + c = ax - bb,1121,8


Cluster 9:
previous equation,wrong equation,id,cluster
x + b = - a,x + b - c = - a - b,54,9
x + b = - aa,x + b - c = - aa - bb,103,9
x + b = - aa,x + b - c = - aa - bb,251,9


Cluster 10:
previous equation,wrong equation,id,cluster
- x + bb = - aa,- x + bb - cc = aa - bb,56,10
aax + bb = aax - bb,aax - bbx + cc - dd = - aaa,691,10
ax - bb = - x + bb,ax - b = - x + bb - c,982,10


Cluster 11:
previous equation,wrong equation,id,cluster
x = - ( aa ) / ( bb ),x = ( aa ) / ( b ),58,11
( x ) / ( bb ) = - aa,x = ( aa ) / ( bb ),60,11
- ( x ) / ( b ) = aa,x = ( aa ) / ( b ),62,11
x = a + b,x = ( aaa ) / ( b ),290,11
( x ) / ( bb ) + c = a,( x ) / ( bb ) = a,291,11
ax = - aa,ax = ( aa ) / ( b ),342,11
x = ( a ) / ( bb ),x = ( z ) / ( b ),464,11
x = ( a ) / ( bb ),x = ( z ) / ( b ),465,11
x = ( a ) / ( b ),x = ( z ) / ( b ),467,11
x = ( aa ) / ( - b ),x = ( aa ) / ( b ),469,11
x = - ( aa ) / ( b ),x = ( aa ) / ( b ),478,11
x = - ( a ) / ( - bb ),x = ( a ) / ( b ),479,11
ax - b = aa,x = ( aa ) / ( b ),486,11
ax - b = aa,x = ( aa ) / ( b ),487,11
( x ) / ( b ) = - aa,x = ( aa ) / ( b ),489,11
ax = - aa,x = ( aa ) / ( b ),511,11
aa + bx - ( - cx + d - ex ) = x + ( b - cx ),x = ( a ) / ( b ),554,11
x = - ( aa ) / ( bb ),x = ( aa ) / ( b ),560,11
- aax = - a,x = ( a ) / ( b ),561,11
a - ( - b - cx - dd - ex ) = z,x = ( aa ) / ( bb ),577,11
x = - ( aa ) / ( bb ),x = ( a ) / ( b ),578,11
aax - bx = - ax + b + c - dd,x = ( aa ) / ( b ),590,11
aax = aa,x = ( aa ) / ( bb ),591,11
x = ( aa ) / ( bb ),x = ( a ) / ( b ),592,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),598,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),601,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),602,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),610,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),611,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),612,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),613,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),614,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),615,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),616,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),617,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),618,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),619,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),620,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),621,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),622,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),623,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),624,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),625,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),626,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),627,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),628,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),629,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),630,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),631,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),632,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),633,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),634,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),635,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),636,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),637,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),638,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),639,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),640,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),641,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),642,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),643,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),644,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),645,11
- ax = a,x = ( a ) / ( b ),646,11
- ax + bb = - aaa,x = ( aa ) / ( b ),655,11
zx = zx,x = ( aa ) / ( bb ),702,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),708,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),709,11
zx = zx,x = ( a ) / ( b ),710,11
zx = zx,x = ( a ) / ( b ),711,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),712,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),713,11
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = ( a ) / ( b ),714,11
- ax = aa,x = ( aa ) / ( b ),719,11
x = ( aa ) / ( bb ),x = ( a ) / ( b ),741,11
( ax + bb ) / ( ccc ) = ( x ) / ( bbb ),x = ( a ) / ( b ),750,11
ax - bx = a - b,x = ( a ) / ( b ),769,11
- ax = - a + b,x = ( aa ) / ( b ),808,11
ax = a - b,x = ( a ) / ( b ),812,11
- ax - bb = aa,x = ( a ) / ( b ),818,11
- ax - bb = aa,x = ( a ) / ( b ),820,11
x = ( aa ) / ( - b ),x = ( aa ) / ( b ),827,11
aax = - aa,x = ( aa ) / ( bb ),837,11
x = - ( aa ) / ( bb ),x = ( aa ) / ( b ),896,11
- aax = aaa,x = ( aaa ) / ( bb ),915,11
ax - b + cx + d = ax + bb,x = ( aa ) / ( b ),916,11
ax - b + cx + d = ax + bb,x = ( aa ) / ( b ),917,11
ax + b - ( cx - d ) + ( - ex - f ) = - ( - ax + bb ),x = ( a ) / ( b ),959,11
x = ( aaa ) / ( b ),x = ( aa ) / ( b ),983,11
- aax = aaa,x = ( aaa ) / ( bb ),997,11
- aax = aaa,x = ( aaa ) / ( bb ),998,11
- aax = aaa,x = ( aaa ) / ( bb ),1001,11
- aax = aaa,x = ( aaa ) / ( bb ),1002,11
x = ( aaa ) / ( b ),x = ( aa ) / ( b ),1013,11
aax = a,x = ( a ) / ( b ),1016,11
aax = a,x = ( aa ) / ( b ),1017,11
aax = aa,x = ( a ) / ( b ),1025,11
( aax ) / ( bb ) = ( a ) / ( bb ),x = ( a ) / ( bb ),1058,11
( aax ) / ( bb ) = ( a ) / ( bb ),x = ( a ) / ( bb ),1059,11
( aax ) / ( bb ) = ( a ) / ( bb ),x = ( a ) / ( bb ),1060,11
( aax ) / ( bb ) = ( a ) / ( bb ),x = ( a ) / ( bb ),1073,11
( aax ) / ( bb ) = ( a ) / ( bb ),x = ( a ) / ( bb ),1074,11
( aax ) / ( bb ) = ( a ) / ( bb ),x = ( a ) / ( bb ),1075,11
aax = a,x = ( aa ) / ( b ),1080,11
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),( a ) / ( b ) = x,1097,11
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),( a ) / ( b ) = x,1098,11
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),( a ) / ( bb ) = x,1099,11
x = ( aa ) / ( b ),x = ( aa ) / ( b ),1113,11
x = ( aa ) / ( b ),x = ( a ) / ( b ),1159,11


Cluster 12:
previous equation,wrong equation,id,cluster
x + b = - aa,x + b - c = - a,70,12
x + bb = - aa,x + bb = - aa - bb,79,12
x + b = - a,x + b = - a - b,93,12
aax + bb = aax - bb,aax - bbx + cc = - aa,688,12
x - bb = - aa,x + bb - cc = - aa,875,12
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),x - bb = - x + bb,1101,12
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),x - bb = - x + bb,1103,12
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),ax - bb = - x + bb,1104,12


Cluster 13:
previous equation,wrong equation,id,cluster
x + b = - aa,x + b - c = - aa + b,71,13
x + b = - aa,x + b - c = - aa + b,73,13
x + b = - aa,x + b - c = - aa + b,74,13
x + b = - aa,x + b - c = - aa + b,75,13
x + b = - a,x + b - c = - a + b,86,13
x + b = - a,x + b - c = - a + b,89,13
x - b = - aa,x - b + c = - aa + bb,99,13
x - bb = - aa,x - bb + cc = - aa + bb,148,13
x - bb = - aa,x - bb + cc = - aa + bb,150,13
x + b = - aa,x + b - c = - aa + b,171,13
x + b = - a,x + b - c = - a + b,188,13
x + b = - a,x + b - c = - a + b,189,13
x + b = - a,x + b - c = - a + b,190,13
x + b = - a,x + b - c = - a + b,191,13
x + b = - a,x + b - c = - a + b,250,13
x + b = - aa,x + b - c = - aa + b,262,13
x + b = - aa,x + b - c = - aa + b,263,13
x + bb = - aa,x + bb - cc = - aa + bb,285,13
x + bb = - aa,x + bb - cc = - aa + bb,533,13
x + b = - a,x + b - c = - a + b,733,13
( x ) / ( bb ) - c + ( dx ) / ( e ) = - a * ( x - c ),x - bb + ccx = - aaax + bbb,1082,13


Cluster 14:
previous equation,wrong equation,id,cluster
x + bb = aa,x + bb - cc = aa,76,14
x + b = aa,x + b - c = aa,186,14
x + b = aa,x + b - c = aa,244,14
x - b = aa,x + b - c = aa,261,14
x + b = aa,x + b - c = aa,404,14
x + b = aa,x + b - c = aa,405,14
x + b = a,x + b - c = a,408,14
x + b = - aa,x + b - c = aa,421,14
x + b = aa,x + b - c = aa,453,14
x + b = aa,x + b - c = aa,515,14
x + b = aa,x + b - c = aa,748,14
x + b - cx + d = - ax + b - cx + d,aax = a + b - c,783,14
ax - ( bb - ccx ) = aaa,ax - bb + ccx = aaa,832,14
x + b = a,x + b - c = a,844,14
x + b = a,x + b - c = a,845,14
x + b = aa,x + b - c = aa,994,14
a * ( x - c ) + d = aa,ax - bb + c = aa,1027,14
x + b = aa,x + b - c = aa,1142,14


Cluster 15:
previous equation,wrong equation,id,cluster
x - b = a,x - b + c = a + b,77,15
x + b = a,x + b - c = a + b,78,15
x - b = - aa,x - b + c = aa + b,154,15
x - b = aa,x - b + c = aa + bb,193,15
x - b = - aa,x - b + c = aa + b,258,15
x + b = aa,x + b - c = aa + b,454,15


Cluster 16:
previous equation,wrong equation,id,cluster
x - b = aa,x + b + c = aa,260,16
a - ( - b - cx - dd - ex ) = z,aa + bx + cx = z,576,16
ax + b = ax + bb,ax = ax + bb + c,984,16


Cluster 17:
previous equation,wrong equation,id,cluster
x = a - b,x ^ b = aa,289,17
ax = aa,x = aa % b,894,17
( x ) / ( b ) = a,x ^ b = aaa,1044,17


Cluster 18:
previous equation,wrong equation,id,cluster
x = - aa + bb,( ax ) / ( b ) = - aa,301,18
- ( x ) / ( b ) = aa,- x = ( aa ) / ( b ),484,18
( - aax ) / ( b ) = ( z ) / ( bbbb ),- aax = ( a ) / ( bbbb ),1071,18


Cluster 19:
previous equation,wrong equation,id,cluster
a * ( b * x ) = - aa,a * bx = - aa,303,19
a * ( b * x ) = - aa,a * x = - aa,305,19
a * ( b * x ) = - aa,a * x = - aa,306,19
( - aax ) / ( b ) = ( z ) / ( bbbb ),- aax = aaaa * b,1070,19


Cluster 20:
previous equation,wrong equation,id,cluster
a * ( b * x ) = - aa,a + bx = - aa,304,20
- x + b = aa,- x = aa + b,441,20


Cluster 21:
previous equation,wrong equation,id,cluster
x + bb = - aa,x = a * b,312,21
x = aa - b,x = aa * b,1032,21
x + bb = aa,x = aa * b,1046,21


Cluster 22:
previous equation,wrong equation,id,cluster
ax = aa,x = a * b + c,333,22
ax = aa,x = a * b + c,334,22
x + ( bx + c ) = aa,ax * bx + cx = aa,556,22
( ax ) / ( b ) = ( x + bb ) / ( ccc ),aaax = a * ( x + c  ),987,22
- aa = - x,x = a * b + c,1040,22
- aa = - x,x = a * b + c,1041,22
- aa = - x,x = a * b + c,1042,22


Cluster 23:
previous equation,wrong equation,id,cluster
- x + b = a,- x = - a,370,23
- x = - aaa + bbb,- x = - aaa,380,23
- x = - ( aa ) / ( b ),- x = - aa,541,23
aax - b - cx = ax - b - cc,- x = - aa,546,23
- x = - aa + bb,- x = - aa,563,23
ax + b - cx + d - ex - f = ax - bb,- ax = - aa,586,23
ax + b - cx + d - ex - f = ax - bb,- ax = - aa,587,23
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),- aax = - aa,669,23
aax + bb = aax - bb,- aax = - aa,696,23
- ( x ) / ( bb ) = - aa,- x = - aaa,901,23
- ax + bb = - aaa,- ax = - aaa,977,23
aax - bx - cx = - a - bb + c,- aax = - aa,1000,23
- aa = - x,- x = - aa,1043,23


Cluster 24:
previous equation,wrong equation,id,cluster
- x = aa,a * - x = aa,435,24
ax = ax - b * cccc,ax = - a * bbbb,1007,24


Cluster 25:
previous equation,wrong equation,id,cluster
- x = aa,- a * - x = aa,436,25
- x = aa,- a * - x = aa,437,25


Cluster 26:
previous equation,wrong equation,id,cluster
- ( x ) / ( b ) = aa,x = ( aa ) / ( - b ),485,26
- x = - ( aaa ) / ( bb ),x = - ( aaa ) / ( b ),542,26
- x = - ( aaa ) / ( bb ),x = - ( aaa ) / ( b ),543,26
ax - ( bb - ccx ) = aaa,x = - ( a ) / ( b ),553,26
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = - ( aa ) / ( bb ),671,26
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = - ( a ) / ( b ),707,26
- ax = - aa,x = - ( aa ) / ( b ),720,26
- ax = aa,x = ( aa ) / ( - bx ),758,26
x = - ( aaa ) / ( bb ),x = - ( aaa ) / ( b ),918,26
x = - ( aaa ) / ( bb ),x = ( aaa ) / ( - bb ),919,26
x = - ( aa ) / ( bb ),x = - ( a ) / ( b ),1021,26
x = a * ( bx + c ),x = - ( a ) / ( bb ),1064,26


Cluster 27:
previous equation,wrong equation,id,cluster
x - bb = aa,x - bb - c = a - bb,532,27
a * ( z + cx ) - d * ( ex + f ) = ax - - ( bbb ) / ( cc ) - z * ( eeex - ffff ),ax - bbx - c = ax - bb,1122,27
a * ( z + cx ) - d * ( ex + f ) = ax - - ( bbb ) / ( cc ) - z * ( eeex - ffff ),ax - bbx - c = ax - bb,1123,27


Cluster 28:
previous equation,wrong equation,id,cluster
- x + bb = - aa,- x = aa - bb,536,28
ax + b - cx + d - ex - f = ax - bb,- ax = aa - b,588,28


Cluster 29:
